cont_id,cnt_outside_other,cnt_other_house,cnt_worship,cnt_supermarket,cnt_shop,cnt_gender_all,frequency_multi_all
900484015,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484016,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484017,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900484018,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days
900485001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900485002,FALSE,TRUE,FALSE,FALSE,FALSE,male,3-7 days
900485003,FALSE,TRUE,FALSE,FALSE,FALSE,female,3-7 days
900486001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900487001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900487002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900487003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900487004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900487005,FALSE,FALSE,TRUE,FALSE,FALSE,female,1-2 days
900487006,FALSE,FALSE,FALSE,FALSE,FALSE,male,never met
900487007,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days
900487008,FALSE,FALSE,FALSE,FALSE,FALSE,female,never met
900488001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900488002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900489001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900489002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900489003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900490001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900490002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900490003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900490004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900490005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900490006,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900492001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
